date,Air Temperature,Dew Point,Relative Humidity,Wind Direction,Wind Speed,Solar Radiation(GHI)
1/1/2017 0:00,8.80,6.10,83.38,196.00,0.50,0.00
1/1/2017 1:00,8.50,6.10,84.73,52.00,0.50,0.00
1/1/2017 2:00,8.30,6.00,85.37,77.00,0.60,0.00
1/1/2017 3:00,8.10,6.00,86.66,90.00,0.70,0.00
1/1/2017 4:00,8.40,6.10,85.41,99.00,1.00,0.00
1/1/2017 5:00,9.50,6.70,82.66,103.00,1.30,105.00
1/1/2017 6:00,11.20,7.30,76.86,106.00,1.50,281.00
1/1/2017 7:00,13.10,7.30,67.89,112.00,1.40,436.00
1/1/2017 8:00,14.50,6.80,59.72,118.00,1.20,544.00
1/1/2017 9:00,15.20,6.10,54.59,127.00,1.00,590.00
1/1/2017 10:00,15.60,5.50,50.91,145.00,0.70,572.00
1/1/2017 11:00,15.50,5.00,49.49,193.00,0.50,492.00
1/1/2017 12:00,15.00,4.90,50.80,248.00,0.50,177.00
1/1/2017 13:00,13.60,6.60,62.48,272.00,0.70,184.00
1/1/2017 14:00,12.20,6.20,66.62,277.00,1.00,9.00
1/1/2017 15:00,11.60,5.30,65.33,275.00,1.00,0.00
1/1/2017 16:00,11.30,5.10,65.82,270.00,1.00,0.00
1/1/2017 17:00,11.10,4.90,65.67,264.00,0.90,0.00
1/1/2017 18:00,10.80,4.80,66.49,258.00,0.90,0.00
1/1/2017 19:00,10.40,4.80,68.05,251.00,0.90,0.00
1/1/2017 20:00,10.00,4.70,69.59,248.00,1.00,0.00
1/1/2017 21:00,9.40,4.60,71.93,245.00,1.00,0.00
1/1/2017 22:00,8.90,4.50,73.69,241.00,1.10,0.00
1/1/2017 23:00,8.60,4.30,74.54,239.00,1.10,0.00
1/2/2017 0:00,8.00,4.30,77.26,236.00,1.20,0.00
1/2/2017 1:00,7.60,4.20,78.94,232.00,1.20,0.00
1/2/2017 2:00,7.30,4.10,80.07,226.00,1.20,0.00
1/2/2017 3:00,7.00,4.10,81.87,221.00,1.20,0.00
1/2/2017 4:00,7.70,4.20,78.40,220.00,1.30,0.00
1/2/2017 5:00,9.70,5.50,75.21,221.00,1.60,41.00
1/2/2017 6:00,12.10,6.40,67.97,224.00,2.00,284.00
1/2/2017 7:00,14.10,6.20,59.12,229.00,2.30,441.00
1/2/2017 8:00,15.30,5.80,53.12,234.00,2.60,548.00
1/2/2017 9:00,15.70,5.60,51.03,239.00,2.60,312.00
1/2/2017 10:00,15.50,5.70,52.11,244.00,2.50,73.00
1/2/2017 11:00,15.00,6.20,55.62,250.00,2.30,61.00
1/2/2017 12:00,14.10,6.90,61.87,257.00,2.00,26.00
1/2/2017 13:00,12.40,8.00,74.51,265.00,1.50,182.00
1/2/2017 14:00,10.70,8.40,85.62,271.00,1.30,24.00
1/2/2017 15:00,10.10,7.60,84.70,274.00,1.30,0.00
1/2/2017 16:00,10.10,7.50,83.79,273.00,1.30,0.00
1/2/2017 17:00,10.20,7.50,83.34,270.00,1.20,0.00
1/2/2017 18:00,10.20,7.50,83.06,266.00,1.10,0.00
1/2/2017 19:00,10.10,7.30,82.69,262.00,1.10,0.00
1/2/2017 20:00,10.10,7.10,81.76,259.00,1.10,0.00
1/2/2017 21:00,10.00,7.00,81.46,257.00,1.20,0.00
1/2/2017 22:00,9.80,7.00,81.93,255.00,1.20,0.00
1/2/2017 23:00,9.70,6.70,81.85,254.00,1.30,0.00
1/3/2017 0:00,9.50,6.80,83.01,252.00,1.30,0.00
1/3/2017 1:00,9.40,6.70,83.50,250.00,1.20,0.00
1/3/2017 2:00,9.20,6.80,84.72,248.00,1.20,0.00
1/3/2017 3:00,9.00,6.80,85.94,246.00,1.20,0.00
1/3/2017 4:00,9.50,6.80,83.06,245.00,1.30,0.00
1/3/2017 5:00,11.00,7.70,80.11,244.00,1.50,108.00
1/3/2017 6:00,12.50,8.30,75.62,243.00,1.60,124.00
1/3/2017 7:00,13.80,8.10,68.32,246.00,1.60,310.00
1/3/2017 8:00,14.90,7.50,61.13,252.00,1.50,59.00
1/3/2017 9:00,15.60,7.10,56.85,259.00,1.50,343.00
1/3/2017 10:00,15.80,6.90,55.38,265.00,1.30,571.00
1/3/2017 11:00,15.60,6.80,55.67,268.00,1.20,273.00
1/3/2017 12:00,15.00,6.80,57.85,268.00,0.90,120.00
1/3/2017 13:00,13.60,8.00,68.87,264.00,0.70,47.00
1/3/2017 14:00,12.50,7.60,72.29,259.00,0.70,6.00
1/3/2017 15:00,12.20,6.60,68.75,252.00,0.60,0.00
1/3/2017 16:00,12.10,6.40,68.20,242.00,0.50,0.00
1/3/2017 17:00,11.90,6.30,68.72,232.00,0.50,0.00
1/3/2017 18:00,11.40,6.30,70.95,225.00,0.70,0.00
1/3/2017 19:00,10.70,6.30,74.23,221.00,0.80,0.00
1/3/2017 20:00,9.90,6.30,78.07,216.00,0.80,0.00
1/3/2017 21:00,9.30,6.10,80.65,209.00,0.70,0.00
1/3/2017 22:00,8.90,6.00,82.08,201.00,0.70,0.00
1/3/2017 23:00,8.70,5.80,82.27,197.00,0.70,0.00
1/4/2017 0:00,8.50,5.70,82.67,194.00,0.70,0.00
1/4/2017 1:00,8.40,5.70,83.21,199.00,0.80,0.00
1/4/2017 2:00,8.40,5.90,84.13,206.00,0.80,0.00
1/4/2017 3:00,8.40,6.00,84.86,211.00,0.80,0.00
1/4/2017 4:00,8.90,6.20,83.17,215.00,0.90,0.00
1/4/2017 5:00,10.20,7.00,80.80,214.00,1.00,6.00
1/4/2017 6:00,11.60,7.40,75.53,211.00,1.20,13.00
1/4/2017 7:00,13.00,8.10,72.16,213.00,1.40,38.00
1/4/2017 8:00,14.10,8.70,70.16,220.00,1.60,274.00
1/4/2017 9:00,14.90,8.90,67.32,227.00,1.70,390.00
1/4/2017 10:00,15.30,8.80,65.03,235.00,1.80,235.00
1/4/2017 11:00,15.20,8.70,65.11,241.00,1.80,291.00
1/4/2017 12:00,14.60,9.00,69.12,243.00,1.60,181.00
1/4/2017 13:00,13.30,10.10,80.72,243.00,1.30,21.00
1/4/2017 14:00,12.20,9.90,85.99,242.00,1.20,26.00
1/4/2017 15:00,11.80,9.30,84.82,242.00,1.20,0.00
1/4/2017 16:00,11.80,9.10,83.73,240.00,1.10,0.00
1/4/2017 17:00,11.70,8.70,81.74,230.00,1.10,0.00
1/4/2017 18:00,11.20,8.40,82.81,219.00,1.20,0.00
1/4/2017 19:00,10.70,8.20,84.60,211.00,1.30,0.00
1/4/2017 20:00,10.20,8.00,86.31,209.00,1.40,0.00
1/4/2017 21:00,10.00,7.90,86.54,208.00,1.40,0.00
1/4/2017 22:00,9.80,7.80,87.24,205.00,1.40,0.00
1/4/2017 23:00,9.60,7.70,87.82,203.00,1.40,0.00
1/5/2017 0:00,9.00,7.60,90.72,194.00,1.20,0.00
1/5/2017 1:00,8.50,7.50,93.24,185.00,1.20,0.00
1/5/2017 2:00,8.10,7.30,94.82,177.00,1.20,0.00
1/5/2017 3:00,7.90,7.20,95.27,170.00,1.30,0.00
1/5/2017 4:00,8.60,7.00,89.71,164.00,1.60,0.00
1/5/2017 5:00,10.40,7.60,82.75,159.00,1.90,105.00
1/5/2017 6:00,12.60,8.20,74.33,155.00,2.00,282.00
1/5/2017 7:00,15.20,8.20,63.20,157.00,1.90,441.00
1/5/2017 8:00,17.10,7.50,53.07,163.00,1.80,550.00
1/5/2017 9:00,18.10,6.40,46.25,171.00,1.60,600.00
1/5/2017 10:00,18.50,5.30,41.92,183.00,1.30,586.00
1/5/2017 11:00,18.40,4.60,40.01,199.00,1.00,382.00
1/5/2017 12:00,17.40,5.30,44.72,211.00,0.70,286.00
1/5/2017 13:00,15.60,8.50,62.84,162.00,0.50,103.00
1/5/2017 14:00,13.80,6.40,61.02,90.00,0.60,14.00
1/5/2017 15:00,12.60,5.80,63.18,74.00,0.90,0.00
1/5/2017 16:00,11.90,5.60,65.23,83.00,1.20,0.00
1/5/2017 17:00,11.50,4.80,63.35,96.00,1.60,0.00
1/5/2017 18:00,10.80,4.30,64.14,107.00,1.90,0.00
1/5/2017 19:00,10.10,3.90,65.40,114.00,2.20,0.00
1/5/2017 20:00,9.50,3.60,66.79,118.00,2.30,0.00
1/5/2017 21:00,8.90,3.50,68.96,121.00,2.30,0.00
1/5/2017 22:00,8.20,3.50,72.12,122.00,2.40,0.00
1/5/2017 23:00,7.90,3.30,72.71,123.00,2.40,0.00
1/6/2017 0:00,7.70,2.90,71.51,122.00,2.50,0.00
1/6/2017 1:00,7.20,2.80,73.38,118.00,2.60,0.00
1/6/2017 2:00,6.90,2.40,73.24,115.00,2.70,0.00
1/6/2017 3:00,6.60,2.20,73.36,115.00,2.80,0.00
1/6/2017 4:00,7.10,2.00,70.00,115.00,2.90,0.00
1/6/2017 5:00,9.00,2.20,62.59,115.00,3.00,114.00
1/6/2017 6:00,12.00,2.90,53.72,117.00,3.00,299.00
1/6/2017 7:00,15.20,3.30,44.92,121.00,2.80,459.00
1/6/2017 8:00,17.70,3.60,39.12,125.00,2.50,569.00
1/6/2017 9:00,19.20,3.50,35.40,128.00,2.00,608.00
1/6/2017 10:00,20.00,3.30,33.26,133.00,1.70,589.00
1/6/2017 11:00,20.10,3.40,33.19,138.00,1.30,503.00
1/6/2017 12:00,18.90,4.80,39.35,141.00,0.80,375.00
1/6/2017 13:00,16.80,10.20,64.90,136.00,0.70,199.00
1/6/2017 14:00,14.70,6.70,58.56,124.00,0.90,30.00
1/6/2017 15:00,13.20,4.90,57.31,114.00,0.80,0.00
1/6/2017 16:00,12.00,4.80,61.21,112.00,1.00,0.00
1/6/2017 17:00,10.80,4.80,66.41,115.00,1.20,0.00
1/6/2017 18:00,9.80,5.00,71.84,123.00,1.50,0.00
1/6/2017 19:00,8.80,5.10,77.62,133.00,1.70,0.00
1/6/2017 20:00,8.20,5.10,80.67,144.00,1.80,0.00
1/6/2017 21:00,7.70,4.80,81.90,155.00,1.80,0.00
1/6/2017 22:00,7.40,4.60,82.67,163.00,1.80,0.00
1/6/2017 23:00,7.30,4.50,82.66,166.00,1.70,0.00
1/7/2017 0:00,7.40,4.50,81.78,166.00,1.80,0.00
1/7/2017 1:00,7.30,4.50,82.39,170.00,1.80,0.00
1/7/2017 2:00,7.10,4.50,83.63,180.00,1.80,0.00
1/7/2017 3:00,7.00,4.50,84.28,192.00,1.90,0.00
1/7/2017 4:00,8.20,4.60,77.90,200.00,1.90,0.00
1/7/2017 5:00,10.90,5.80,71.01,204.00,2.20,94.00
1/7/2017 6:00,13.60,5.80,59.24,210.00,2.50,87.00
1/7/2017 7:00,15.60,6.90,56.04,214.00,2.80,424.00
1/7/2017 8:00,16.50,6.70,52.42,215.00,3.00,537.00
1/7/2017 9:00,16.90,6.00,48.67,215.00,3.00,581.00
1/7/2017 10:00,16.90,5.30,46.44,216.00,3.00,574.00
1/7/2017 11:00,16.60,4.80,45.52,217.00,2.90,498.00
1/7/2017 12:00,15.60,4.40,47.20,218.00,2.60,374.00
1/7/2017 13:00,13.20,5.30,58.79,217.00,2.10,198.00
1/7/2017 14:00,10.70,6.40,74.67,218.00,1.90,30.00
1/7/2017 15:00,10.00,5.70,74.73,219.00,2.00,0.00
1/7/2017 16:00,9.80,5.50,74.46,220.00,2.00,0.00
1/7/2017 17:00,9.60,5.30,74.63,221.00,2.10,0.00
1/7/2017 18:00,9.40,5.30,75.56,222.00,2.10,0.00
1/7/2017 19:00,9.30,5.40,76.77,222.00,2.30,0.00
1/7/2017 20:00,9.20,5.50,77.52,221.00,2.40,0.00
1/7/2017 21:00,8.90,5.50,79.00,220.00,2.50,0.00
1/7/2017 22:00,8.60,5.30,79.88,218.00,2.50,0.00
1/7/2017 23:00,8.50,5.20,79.83,217.00,2.60,0.00
1/8/2017 0:00,8.10,5.10,81.34,214.00,2.60,0.00
1/8/2017 1:00,7.80,5.00,82.74,213.00,2.60,0.00
1/8/2017 2:00,7.60,5.10,84.00,212.00,2.70,0.00
1/8/2017 3:00,7.50,5.10,85.03,211.00,2.70,0.00
1/8/2017 4:00,8.30,5.30,81.16,209.00,2.90,0.00
1/8/2017 5:00,9.90,5.50,74.12,207.00,3.20,8.00
1/8/2017 6:00,11.80,5.60,65.70,208.00,3.60,21.00
1/8/2017 7:00,13.30,4.80,56.42,209.00,4.00,39.00
1/8/2017 8:00,14.10,4.10,51.13,209.00,4.10,311.00
1/8/2017 9:00,14.60,3.90,48.57,211.00,4.20,328.00
1/8/2017 10:00,14.70,3.60,47.34,213.00,4.20,236.00
1/8/2017 11:00,14.50,3.40,47.19,214.00,4.10,273.00
1/8/2017 12:00,13.80,3.30,49.00,214.00,3.80,167.00
1/8/2017 13:00,12.20,3.50,55.45,214.00,3.30,176.00
1/8/2017 14:00,10.30,4.40,66.86,215.00,2.80,14.00
1/8/2017 15:00,9.40,4.70,72.45,216.00,2.70,0.00
1/8/2017 16:00,9.20,4.80,73.84,218.00,2.80,0.00
1/8/2017 17:00,9.40,4.70,72.61,221.00,2.90,0.00
1/8/2017 18:00,9.50,4.80,72.54,224.00,3.00,0.00
1/8/2017 19:00,9.50,4.90,72.77,224.00,3.20,0.00
1/8/2017 20:00,9.30,4.90,73.93,224.00,3.20,0.00
1/8/2017 21:00,9.00,4.90,75.42,223.00,3.20,0.00
1/8/2017 22:00,9.00,4.80,74.78,221.00,3.20,0.00
1/8/2017 23:00,9.10,4.70,74.19,220.00,3.20,0.00
1/9/2017 0:00,8.50,4.80,77.78,216.00,3.20,0.00
1/9/2017 1:00,8.00,4.80,80.31,215.00,3.20,0.00
1/9/2017 2:00,7.60,4.80,82.32,212.00,3.20,0.00
1/9/2017 3:00,7.20,4.70,84.40,211.00,3.10,0.00
1/9/2017 4:00,7.30,4.70,83.52,210.00,3.20,0.00
1/9/2017 5:00,8.40,4.90,78.84,211.00,3.30,8.00
1/9/2017 6:00,10.20,5.20,71.19,213.00,3.60,21.00
1/9/2017 7:00,11.90,4.70,61.40,216.00,3.90,52.00
1/9/2017 8:00,12.90,3.90,54.32,220.00,4.10,202.00
1/9/2017 9:00,13.20,4.00,53.65,224.00,4.00,370.00
1/9/2017 10:00,13.20,4.50,55.45,226.00,3.80,169.00
1/9/2017 11:00,12.90,5.00,58.79,227.00,3.50,205.00
1/9/2017 12:00,12.40,5.60,63.14,228.00,3.10,28.00
1/9/2017 13:00,11.10,6.10,71.19,227.00,2.50,40.00
1/9/2017 14:00,9.70,6.50,80.64,223.00,2.10,7.00
1/9/2017 15:00,8.90,6.30,83.81,219.00,1.90,0.00
1/9/2017 16:00,8.50,5.90,83.56,214.00,1.80,0.00
1/9/2017 17:00,8.00,5.30,83.25,210.00,1.70,0.00
1/9/2017 18:00,7.40,4.70,82.76,206.00,1.70,0.00
1/9/2017 19:00,6.80,3.90,81.86,202.00,1.60,0.00
1/9/2017 20:00,6.20,3.30,81.60,196.00,1.60,0.00
1/9/2017 21:00,5.80,2.70,80.55,186.00,1.60,0.00
1/9/2017 22:00,5.30,2.30,80.76,175.00,1.60,0.00
1/9/2017 23:00,5.10,1.90,79.63,169.00,1.70,0.00
1/10/2017 0:00,4.70,1.50,79.99,158.00,1.80,0.00
1/10/2017 1:00,4.50,1.20,79.32,152.00,1.90,0.00
1/10/2017 2:00,4.30,0.90,78.66,148.00,2.00,0.00
1/10/2017 3:00,4.20,0.60,77.59,142.00,2.00,0.00
1/10/2017 4:00,5.00,0.40,72.21,137.00,2.20,0.00
1/10/2017 5:00,6.90,0.90,65.52,134.00,2.40,106.00
1/10/2017 6:00,9.60,1.30,56.18,134.00,2.50,290.00
1/10/2017 7:00,12.40,1.00,45.57,138.00,2.70,452.00
1/10/2017 8:00,14.30,0.60,39.12,145.00,2.60,562.00
1/10/2017 9:00,15.30,0.60,36.86,151.00,2.40,431.00
1/10/2017 10:00,15.70,1.00,36.83,155.00,2.20,444.00
1/10/2017 11:00,15.70,1.30,37.78,158.00,1.90,308.00
1/10/2017 12:00,14.80,2.20,42.47,164.00,1.40,149.00
1/10/2017 13:00,13.00,6.10,62.81,170.00,1.10,71.00
1/10/2017 14:00,11.50,5.50,66.52,180.00,1.10,24.00
1/10/2017 15:00,11.00,4.20,62.77,199.00,1.00,0.00
1/10/2017 16:00,10.50,3.60,62.35,226.00,1.00,0.00
1/10/2017 17:00,9.80,3.20,63.46,251.00,1.00,0.00
1/10/2017 18:00,9.20,2.80,64.10,265.00,1.00,0.00
1/10/2017 19:00,8.90,2.50,64.06,279.00,0.90,0.00
1/10/2017 20:00,8.60,2.20,64.03,299.00,0.70,0.00
1/10/2017 21:00,8.10,1.90,65.00,157.00,0.60,0.00
1/10/2017 22:00,7.50,1.60,66.21,41.00,0.60,0.00
1/10/2017 23:00,7.30,1.40,66.10,78.00,0.60,0.00
1/11/2017 0:00,6.80,1.20,67.54,89.00,0.80,0.00
1/11/2017 1:00,6.50,1.10,68.32,90.00,0.90,0.00
1/11/2017 2:00,6.20,1.10,69.95,91.00,1.10,0.00
1/11/2017 3:00,6.00,1.20,71.37,90.00,1.20,0.00
1/11/2017 4:00,6.80,1.40,68.26,87.00,1.20,0.00
1/11/2017 5:00,9.20,3.20,66.32,83.00,1.20,106.00
1/11/2017 6:00,12.00,3.20,54.79,80.00,1.20,290.00
1/11/2017 7:00,14.40,3.60,48.34,73.00,1.20,452.00
1/11/2017 8:00,15.90,3.70,44.02,62.00,1.20,567.00
1/11/2017 9:00,16.60,3.20,40.86,47.00,1.30,604.00
1/11/2017 10:00,17.10,2.90,38.54,33.00,1.30,593.00
1/11/2017 11:00,17.20,2.60,37.72,22.00,1.40,514.00
1/11/2017 12:00,16.30,2.80,40.25,17.00,1.50,385.00
1/11/2017 13:00,14.00,7.00,62.92,13.00,1.60,210.00
1/11/2017 14:00,11.40,5.80,68.62,13.00,1.80,38.00
1/11/2017 15:00,9.90,5.20,72.59,17.00,1.70,0.00
1/11/2017 16:00,9.10,5.20,76.81,25.00,1.70,0.00
1/11/2017 17:00,8.70,4.80,76.70,36.00,1.80,0.00
1/11/2017 18:00,8.20,4.20,76.15,51.00,1.80,0.00
1/11/2017 19:00,7.80,3.60,74.98,67.00,1.90,0.00
1/11/2017 20:00,7.50,3.10,73.45,79.00,2.00,0.00
1/11/2017 21:00,7.20,2.70,72.85,88.00,2.10,0.00
1/11/2017 22:00,7.10,2.50,72.64,93.00,2.10,0.00
1/11/2017 23:00,7.10,2.50,72.75,95.00,2.20,0.00
1/12/2017 0:00,6.80,2.50,74.07,100.00,2.20,0.00
1/12/2017 1:00,6.90,2.50,73.74,102.00,2.20,0.00
1/12/2017 2:00,6.80,2.50,74.21,103.00,2.10,0.00
1/12/2017 3:00,6.70,2.50,74.74,104.00,2.00,0.00
1/12/2017 4:00,7.10,2.60,72.90,107.00,2.00,0.00
1/12/2017 5:00,8.40,2.60,67.08,110.00,2.00,50.00
1/12/2017 6:00,10.30,2.80,59.57,114.00,1.90,194.00
1/12/2017 7:00,12.80,2.90,51.08,119.00,1.50,311.00
1/12/2017 8:00,15.00,2.60,43.26,125.00,1.10,564.00
1/12/2017 9:00,16.40,2.10,38.27,140.00,0.70,620.00
1/12/2017 10:00,17.00,1.90,36.35,221.00,0.50,606.00
1/12/2017 11:00,16.90,2.00,36.82,297.00,0.70,527.00
1/12/2017 12:00,15.70,3.50,44.12,304.00,0.70,219.00
1/12/2017 13:00,13.40,7.60,67.88,305.00,0.80,208.00
1/12/2017 14:00,11.30,6.70,73.23,306.00,1.00,29.00
1/12/2017 15:00,10.30,5.80,73.78,310.00,1.10,0.00
1/12/2017 16:00,9.90,5.60,74.55,314.00,1.20,0.00
1/12/2017 17:00,9.70,5.50,75.17,314.00,1.30,0.00
1/12/2017 18:00,9.70,5.60,75.83,312.00,1.30,0.00
1/12/2017 19:00,9.80,5.90,76.61,309.00,1.30,0.00
1/12/2017 20:00,9.80,6.10,77.83,305.00,1.20,0.00
1/12/2017 21:00,9.60,6.40,80.46,300.00,1.20,0.00
1/12/2017 22:00,9.50,6.80,83.18,296.00,1.30,0.00
1/12/2017 23:00,9.50,7.20,85.66,296.00,1.30,0.00
1/13/2017 0:00,9.60,7.60,87.19,289.00,1.40,0.00
1/13/2017 1:00,9.40,7.80,89.77,284.00,1.40,0.00
1/13/2017 2:00,9.20,7.90,91.65,280.00,1.50,0.00
1/13/2017 3:00,8.90,8.00,93.82,278.00,1.60,0.00
1/13/2017 4:00,9.70,7.80,88.20,277.00,1.50,0.00
1/13/2017 5:00,12.00,9.00,81.80,278.00,1.60,112.00
1/13/2017 6:00,14.10,9.80,75.18,282.00,1.90,21.00
1/13/2017 7:00,15.70,9.30,65.79,287.00,2.10,302.00
1/13/2017 8:00,16.60,8.60,59.12,290.00,2.30,571.00
1/13/2017 9:00,17.00,8.40,56.77,294.00,2.40,327.00
1/13/2017 10:00,17.10,8.40,56.41,300.00,2.30,611.00
1/13/2017 11:00,16.90,8.30,56.98,308.00,2.10,533.00
1/13/2017 12:00,16.10,8.20,59.58,316.00,1.80,398.00
1/13/2017 13:00,14.00,8.40,69.14,323.00,1.40,224.00
1/13/2017 14:00,11.80,8.90,82.25,328.00,1.20,46.00
1/13/2017 15:00,11.10,7.60,79.25,331.00,1.30,0.00
1/13/2017 16:00,11.20,7.10,75.68,339.00,1.30,0.00
1/13/2017 17:00,11.10,6.60,73.67,176.00,1.20,0.00
1/13/2017 18:00,10.70,6.20,73.69,19.00,1.10,0.00
1/13/2017 19:00,10.10,5.80,74.87,46.00,1.10,0.00
1/13/2017 20:00,9.30,5.60,77.53,69.00,1.20,0.00
1/13/2017 21:00,8.30,5.40,82.16,81.00,1.30,0.00
1/13/2017 22:00,7.30,5.40,87.78,83.00,1.20,0.00
1/13/2017 23:00,6.80,5.40,90.97,83.00,1.10,0.00
1/14/2017 0:00,6.70,5.40,91.53,84.00,1.40,0.00
1/14/2017 1:00,7.00,5.50,90.27,89.00,1.60,0.00
1/14/2017 2:00,7.00,5.60,90.53,92.00,1.50,0.00
1/14/2017 3:00,6.80,5.30,90.45,88.00,1.40,0.00
1/14/2017 4:00,7.80,5.20,83.44,83.00,1.40,0.00
1/14/2017 5:00,9.30,5.90,79.56,88.00,1.60,23.00
1/14/2017 6:00,10.40,6.30,75.96,97.00,1.90,156.00
1/14/2017 7:00,11.60,6.70,71.65,104.00,2.00,89.00
1/14/2017 8:00,12.90,7.00,67.55,108.00,1.90,27.00
1/14/2017 9:00,13.90,7.50,65.15,104.00,1.70,51.00
1/14/2017 10:00,14.40,7.90,65.04,94.00,1.70,136.00
1/14/2017 11:00,14.50,8.40,66.98,77.00,1.40,35.00
1/14/2017 12:00,13.60,8.60,71.62,65.00,1.10,19.00
1/14/2017 13:00,11.90,9.10,83.15,69.00,1.10,10.00
1/14/2017 14:00,10.80,9.00,88.38,79.00,1.20,5.00
1/14/2017 15:00,10.50,9.00,90.30,88.00,1.30,0.00
1/14/2017 16:00,10.30,9.00,91.58,95.00,1.30,0.00
1/14/2017 17:00,10.20,8.90,91.52,101.00,1.20,0.00
1/14/2017 18:00,10.20,8.80,91.09,107.00,1.30,0.00
1/14/2017 19:00,10.20,8.70,90.56,113.00,1.40,0.00
1/14/2017 20:00,10.20,8.60,89.94,119.00,1.60,0.00
1/14/2017 21:00,10.20,8.50,89.07,125.00,1.60,0.00
1/14/2017 22:00,10.00,8.20,88.69,134.00,1.30,0.00
1/14/2017 23:00,9.90,8.00,88.07,140.00,1.20,0.00
1/15/2017 0:00,10.20,8.00,86.11,186.00,0.80,0.00
1/15/2017 1:00,10.70,7.80,82.47,234.00,0.80,0.00
1/15/2017 2:00,10.80,7.90,82.13,283.00,0.90,0.00
1/15/2017 3:00,10.80,8.00,82.58,312.00,1.10,0.00
1/15/2017 4:00,11.20,8.00,80.66,327.00,1.20,0.00
1/15/2017 5:00,12.70,9.40,80.28,336.00,1.20,91.00
1/15/2017 6:00,14.50,10.60,77.31,339.00,1.50,263.00
1/15/2017 7:00,15.70,10.40,70.69,342.00,1.70,423.00
1/15/2017 8:00,16.60,10.10,65.36,343.00,1.90,263.00
1/15/2017 9:00,17.20,9.90,62.12,341.00,2.00,605.00
1/15/2017 10:00,17.30,9.70,61.01,345.00,2.10,323.00
1/15/2017 11:00,17.10,9.50,61.06,352.00,2.10,524.00
1/15/2017 12:00,16.30,9.40,63.65,353.00,2.00,384.00
1/15/2017 13:00,14.40,9.60,72.89,349.00,1.70,214.00
1/15/2017 14:00,12.10,10.10,87.40,350.00,1.50,44.00
1/15/2017 15:00,10.90,9.60,91.65,178.00,1.50,0.00
1/15/2017 16:00,10.30,9.40,93.89,6.00,1.50,0.00
1/15/2017 17:00,10.10,9.00,93.15,9.00,1.60,0.00
1/15/2017 18:00,10.00,8.80,91.94,12.00,1.60,0.00
1/15/2017 19:00,9.60,8.50,92.99,19.00,1.60,0.00
1/15/2017 20:00,8.70,8.30,97.39,33.00,1.50,0.00
1/15/2017 21:00,8.00,8.00,100.00,49.00,1.40,0.00
1/15/2017 22:00,7.70,7.70,100.00,63.00,1.40,0.00
1/15/2017 23:00,7.60,7.60,100.00,69.00,1.40,0.00
1/16/2017 0:00,7.00,7.00,100.00,84.00,1.60,0.00
1/16/2017 1:00,6.70,6.70,99.92,89.00,1.70,0.00
1/16/2017 2:00,6.70,6.30,97.20,93.00,1.80,0.00
1/16/2017 3:00,6.80,6.00,94.88,96.00,1.90,0.00
1/16/2017 4:00,7.50,5.80,88.94,100.00,2.00,0.00
1/16/2017 5:00,9.50,6.00,78.95,104.00,2.20,108.00
1/16/2017 6:00,11.90,6.40,69.09,105.00,2.40,290.00
1/16/2017 7:00,14.60,6.80,59.51,106.00,2.40,335.00
1/16/2017 8:00,16.90,7.00,51.98,106.00,2.10,451.00
1/16/2017 9:00,18.40,6.70,46.50,99.00,1.70,498.00
1/16/2017 10:00,19.30,6.30,42.64,77.00,1.40,487.00
1/16/2017 11:00,19.50,6.00,41.32,45.00,1.30,419.00
1/16/2017 12:00,18.50,6.40,45.25,24.00,1.40,304.00
1/16/2017 13:00,16.50,10.20,66.42,20.00,1.70,164.00
1/16/2017 14:00,14.30,9.30,71.81,25.00,2.00,36.00
1/16/2017 15:00,12.70,8.60,76.26,35.00,2.00,0.00
1/16/2017 16:00,11.80,8.20,78.83,47.00,1.90,0.00
1/16/2017 17:00,11.30,7.60,78.01,61.00,1.90,0.00
1/16/2017 18:00,10.90,7.00,76.97,75.00,2.00,0.00
1/16/2017 19:00,10.70,6.60,75.58,87.00,2.20,0.00
1/16/2017 20:00,10.40,6.20,75.39,95.00,2.30,0.00
1/16/2017 21:00,10.20,6.20,76.47,102.00,2.30,0.00
1/16/2017 22:00,10.20,6.20,76.41,106.00,2.40,0.00
1/16/2017 23:00,10.20,6.10,75.93,107.00,2.40,0.00
1/17/2017 0:00,10.20,6.00,75.19,108.00,2.30,0.00
1/17/2017 1:00,10.20,5.90,74.56,110.00,2.20,0.00
1/17/2017 2:00,10.20,5.90,74.52,113.00,2.20,0.00
1/17/2017 3:00,10.20,5.80,74.05,115.00,2.20,0.00
1/17/2017 4:00,10.50,5.80,72.56,117.00,2.20,0.00
1/17/2017 5:00,11.60,6.00,68.59,118.00,2.30,91.00
1/17/2017 6:00,13.90,6.40,60.60,121.00,2.40,284.00
1/17/2017 7:00,16.90,6.90,51.85,126.00,2.30,446.00
1/17/2017 8:00,19.50,7.10,44.57,132.00,2.00,561.00
1/17/2017 9:00,21.00,7.20,40.74,134.00,1.50,611.00
1/17/2017 10:00,21.80,7.60,39.98,135.00,1.10,599.00
1/17/2017 11:00,21.80,7.30,39.25,125.00,0.80,522.00
1/17/2017 12:00,21.00,7.50,41.59,65.00,0.50,389.00
1/17/2017 13:00,18.90,10.90,59.58,10.00,0.70,217.00
